vendor,game_state,score,game_time,market,created_ts,oddSeq,h,a,d,k,ov,ud
vendorA,prematch,,,1x2,2020-07-28T06:11:13,0,1.72,3.30,3.80,,,
vendorA,prematch,,,1x2,2020-07-28T06:11:14,0,1.72,3.30,3.80,,,
vendorA,prematch,,,1x2,2020-07-28T06:12:14,0,1.72,3.30,3.80,,,
vendorA,prematch,,,1x2,2020-07-28T06:12:16,0,1.72,3.30,3.80,,,
vendorA,prematch,,,1x2,2020-07-28T06:13:12,0,1.72,3.30,3.80,,,
vendorA,prematch,,,1x2,2020-07-28T06:13:14,0,1.72,3.30,3.80,,,
vendorA,prematch,,,1x2,2020-07-28T06:14:13,0,1.72,3.45,4.00,,,
vendorA,prematch,,,1x2,2020-07-28T06:14:15,0,1.72,3.45,4.00,,,
vendorA,prematch,,,1x2,2020-07-28T06:15:12,0,1.72,3.45,4.00,,,
vendorA,prematch,,,1x2,2020-07-28T06:15:14,0,1.72,3.45,4.00,,,
vendorA,prematch,,,1x2,2020-07-28T06:15:24,0,1.72,3.45,4.00,,,
vendorA,prematch,,,1x2,2020-07-28T06:19:03,0,1.72,3.45,4.00,,,
vendorA,prematch,,,1x2,2020-07-28T06:59:03,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T06:59:11,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T06:59:12,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:00:12,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:00:13,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:01:11,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:01:13,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:02:15,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:02:16,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:03:11,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:03:12,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:04:12,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:04:14,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:05:12,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:05:17,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:05:43,0,1.83,3.15,3.90,,,
vendorA,prematch,,,1x2,2020-07-28T07:29:13,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:29:15,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:30:12,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:30:14,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:31:11,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:31:12,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:32:12,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:32:13,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:33:12,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:33:13,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:34:02,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:34:11,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:34:12,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:35:12,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:35:14,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:35:39,0,1.90,2.99,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:48:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:48:14,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:49:11,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:50:11,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:50:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:51:11,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:51:12,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:52:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:52:14,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:53:12,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:54:14,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:54:15,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:55:11,0,1.97,2.84,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:55:13,0,1.97,2.84,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:55:26,0,1.97,2.84,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T07:59:04,0,1.97,2.84,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:20:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:20:15,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:21:12,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:21:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:22:11,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:22:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:23:12,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:23:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:24:12,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:24:13,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:25:12,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:25:14,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:25:26,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:34:02,0,1.93,2.92,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:35:13,0,1.89,3.00,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:35:17,0,1.89,3.00,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:35:28,0,1.89,3.00,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T09:59:03,0,1.89,3.00,3.85,,,
vendorA,prematch,,,1x2,2020-07-28T10:35:11,0,1.90,3.05,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:35:14,0,1.94,2.99,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:35:28,0,1.94,2.99,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:41:13,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:41:14,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:42:11,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:42:13,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:43:13,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:43:14,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:44:11,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:44:13,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:45:12,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:45:15,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:45:26,0,1.97,2.93,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:50:11,0,1.95,2.97,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:50:12,0,1.95,2.97,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:51:11,0,1.95,2.97,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:51:12,0,1.95,2.97,3.70,,,
vendorA,prematch,,,1x2,2020-07-28T10:52:12,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:52:13,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:53:11,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:53:12,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:54:11,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:54:13,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:55:13,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:55:16,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:55:40,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T10:59:03,0,1.92,3.05,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:14:12,0,2.00,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:14:13,0,2.00,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:15:11,0,2.00,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:15:14,0,2.00,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:15:26,0,2.00,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:19:02,0,2.00,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:20:11,0,2.02,2.80,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:20:13,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:21:11,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:21:12,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:22:13,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:22:14,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:23:11,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:23:12,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:24:11,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:24:15,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:25:13,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:25:15,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:25:38,0,2.02,2.85,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:29:11,0,2.04,2.80,3.65,,,
vendorA,prematch,,,1x2,2020-07-28T11:29:12,0,2.04,2.80,3.65,,,
vendorA,1h,0-0,00:31,1x2,2020-07-28T11:34:06,0,2.09,2.75,3.60,,,
vendorA,1h,0-0,01:05,1x2,2020-07-28T11:34:40,0,2.11,2.75,3.55,,,
vendorA,1h,0-0,01:06,1x2,2020-07-28T11:34:41,0,2.11,2.75,3.55,,,
vendorA,1h,0-0,02:26,1x2,2020-07-28T11:36:01,0,2.15,2.66,3.60,,,
vendorA,1h,0-0,02:26,1x2,2020-07-28T11:36:02,0,2.15,2.66,3.60,,,
vendorA,1h,0-0,02:36,1x2,2020-07-28T11:36:11,0,2.15,2.67,3.55,,,
vendorA,1h,0-0,04:01,1x2,2020-07-28T11:37:36,0,2.16,2.67,3.55,,,
vendorA,1h,0-0,04:06,1x2,2020-07-28T11:37:41,0,2.16,2.67,3.55,,,
vendorA,1h,0-0,04:21,1x2,2020-07-28T11:37:56,0,2.32,2.47,3.50,,,
vendorA,1h,0-0,04:26,1x2,2020-07-28T11:38:01,0,2.32,2.47,3.50,,,
vendorA,1h,0-0,04:27,1x2,2020-07-28T11:38:02,0,2.32,2.47,3.50,,,
vendorA,1h,0-0,05:38,1x2,2020-07-28T11:39:14,0,0.00,0.00,0.00,,,
vendorA,1h,0-0,05:39,1x2,2020-07-28T11:39:14,0,0.00,0.00,0.00,,,
vendorA,1h,0-0,07:05,1x2,2020-07-28T11:40:40,0,0.00,0.00,0.00,,,
vendorA,1h,0-0,07:31,1x2,2020-07-28T11:41:06,0,2.40,2.45,3.40,,,
vendorA,1h,0-0,07:37,1x2,2020-07-28T11:41:12,0,2.40,2.45,3.40,,,
vendorA,1h,0-0,07:37,1x2,2020-07-28T11:41:12,0,2.40,2.45,3.40,,,
vendorA,1h,0-0,08:27,1x2,2020-07-28T11:42:02,0,2.51,2.35,3.40,,,
vendorA,1h,0-0,09:31,1x2,2020-07-28T11:43:06,0,2.60,2.29,3.35,,,
vendorA,1h,0-0,09:36,1x2,2020-07-28T11:43:11,0,2.60,2.29,3.35,,,
vendorA,1h,0-0,11:16,1x2,2020-07-28T11:44:51,0,2.61,2.29,3.35,,,
vendorA,1h,0-0,11:17,1x2,2020-07-28T11:44:52,0,2.61,2.29,3.35,,,
vendorA,1h,0-0,13:16,1x2,2020-07-28T11:46:51,0,2.45,2.45,3.30,,,
vendorA,1h,0-0,13:18,1x2,2020-07-28T11:46:53,0,2.45,2.45,3.30,,,
vendorA,1h,0-0,14:05,1x2,2020-07-28T11:47:40,0,2.45,2.45,3.30,,,
vendorA,1h,0-0,15:07,1x2,2020-07-28T11:48:42,0,2.46,2.46,3.25,,,
vendorA,1h,0-0,16:31,1x2,2020-07-28T11:50:06,0,0.00,0.00,0.00,,,
vendorA,1h,0-0,16:37,1x2,2020-07-28T11:50:12,0,0.00,0.00,0.00,,,
vendorA,1h,0-0,17:51,1x2,2020-07-28T11:51:26,0,2.30,2.67,3.20,,,
vendorA,1h,0-0,17:57,1x2,2020-07-28T11:51:32,0,2.30,2.67,3.20,,,
vendorA,1h,0-0,17:57,1x2,2020-07-28T11:51:32,0,2.30,2.67,3.20,,,
vendorA,1h,0-0,18:05,1x2,2020-07-28T11:51:40,0,2.30,2.67,3.20,,,
vendorA,1h,0-0,19:16,1x2,2020-07-28T11:52:51,0,2.34,2.72,3.10,,,
vendorA,1h,0-0,19:16,1x2,2020-07-28T11:52:51,0,2.34,2.72,3.10,,,
vendorA,1h,0-0,21:26,1x2,2020-07-28T11:55:02,0,2.28,2.83,3.05,,,
vendorA,1h,0-0,21:27,1x2,2020-07-28T11:55:02,0,2.28,2.83,3.05,,,
vendorA,1h,0-0,21:37,1x2,2020-07-28T11:55:12,0,2.29,2.83,3.05,,,
vendorA,1h,0-0,21:41,1x2,2020-07-28T11:55:17,0,2.29,2.83,3.05,,,
vendorA,1h,0-0,21:46,1x2,2020-07-28T11:55:21,0,2.29,2.83,3.05,,,
vendorA,1h,0-0,21:52,1x2,2020-07-28T11:55:27,0,2.29,2.83,3.05,,,
vendorA,1h,0-0,21:56,1x2,2020-07-28T11:55:31,0,2.29,2.83,3.05,,,
vendorA,1h,1-0,22:21,1x2,2020-07-28T11:55:56,0,0.00,0.00,0.00,,,
vendorA,1h,1-0,23:11,1x2,2020-07-28T11:56:46,0,1.38,6.30,4.20,,,
vendorA,1h,1-0,23:16,1x2,2020-07-28T11:56:51,0,1.38,6.30,4.20,,,
vendorA,1h,1-0,23:18,1x2,2020-07-28T11:56:53,0,1.38,6.30,4.20,,,
vendorA,1h,1-0,24:21,1x2,2020-07-28T11:57:56,0,1.38,6.20,4.20,,,
vendorA,1h,1-0,24:26,1x2,2020-07-28T11:58:01,0,1.38,6.20,4.20,,,
vendorA,1h,1-0,24:26,1x2,2020-07-28T11:58:01,0,1.38,6.20,4.20,,,
vendorA,1h,1-0,25:05,1x2,2020-07-28T11:58:40,0,1.38,6.20,4.20,,,
vendorA,1h,2-0,26:07,1x2,2020-07-28T11:59:42,0,0.00,0.00,0.00,,,
vendorA,1h,2-0,26:21,1x2,2020-07-28T11:59:56,0,0.00,0.00,0.00,,,
vendorA,1h,2-0,26:36,1x2,2020-07-28T12:00:11,0,1.07,15.0,8.20,,,
vendorA,1h,2-0,27:41,1x2,2020-07-28T12:01:16,0,1.06,15.5,8.50,,,
vendorA,1h,2-0,27:46,1x2,2020-07-28T12:01:21,0,1.06,15.5,8.50,,,
vendorA,1h,2-0,28:26,1x2,2020-07-28T12:02:01,0,1.07,14.5,8.30,,,
vendorA,1h,2-0,29:11,1x2,2020-07-28T12:02:46,0,0.00,0.00,0.00,,,
vendorA,1h,2-0,29:16,1x2,2020-07-28T12:02:51,0,0.00,0.00,0.00,,,
vendorA,1h,2-0,29:17,1x2,2020-07-28T12:02:53,0,0.00,0.00,0.00,,,
vendorA,1h,2-0,30:05,1x2,2020-07-28T12:03:40,0,0.00,0.00,0.00,,,
vendorA,1h,2-1,31:17,1x2,2020-07-28T12:04:52,0,0.00,0.00,0.00,,,
vendorA,1h,2-1,32:01,1x2,2020-07-28T12:05:36,0,1.37,6.30,4.30,,,
vendorA,1h,2-1,32:06,1x2,2020-07-28T12:05:42,0,1.37,6.30,4.30,,,
vendorA,1h,2-1,32:08,1x2,2020-07-28T12:05:43,0,1.37,6.30,4.30,,,
vendorA,1h,2-1,32:10,1x2,2020-07-28T12:05:46,0,1.36,6.50,4.30,,,
vendorA,1h,2-1,32:31,1x2,2020-07-28T12:06:06,0,1.35,6.70,4.30,,,
vendorA,1h,2-1,32:36,1x2,2020-07-28T12:06:11,0,1.35,6.70,4.30,,,
vendorA,1h,2-1,32:37,1x2,2020-07-28T12:06:12,0,1.35,6.70,4.30,,,
vendorA,1h,2-1,34:21,1x2,2020-07-28T12:07:56,0,1.35,6.80,4.30,,,
vendorA,1h,2-1,34:26,1x2,2020-07-28T12:08:01,0,1.35,6.80,4.30,,,
vendorA,1h,2-1,34:26,1x2,2020-07-28T12:08:01,0,1.35,6.80,4.30,,,
vendorA,1h,2-1,35:06,1x2,2020-07-28T12:08:41,0,1.35,6.90,4.25,,,
vendorA,1h,2-1,35:07,1x2,2020-07-28T12:08:42,0,1.35,6.90,4.25,,,
vendorA,1h,2-1,36:05,1x2,2020-07-28T12:09:40,0,1.35,6.90,4.25,,,
vendorA,1h,2-1,36:41,1x2,2020-07-28T12:10:16,0,1.33,7.30,4.35,,,
vendorA,1h,2-1,36:46,1x2,2020-07-28T12:10:21,0,1.33,7.30,4.35,,,
vendorA,1h,2-1,38:31,1x2,2020-07-28T12:12:06,0,1.33,7.40,4.35,,,
vendorA,1h,2-1,38:39,1x2,2020-07-28T12:12:14,0,1.33,7.40,4.35,,,
vendorA,1h,2-1,39:26,1x2,2020-07-28T12:13:01,0,1.32,7.50,4.35,,,
vendorA,1h,2-1,40:36,1x2,2020-07-28T12:14:11,0,1.31,7.70,4.35,,,
vendorA,1h,2-1,42:05,1x2,2020-07-28T12:15:40,0,1.31,7.70,4.35,,,
vendorA,1h,2-1,42:31,1x2,2020-07-28T12:16:06,0,1.31,7.90,4.35,,,
vendorA,1h,2-1,42:36,1x2,2020-07-28T12:16:11,0,1.31,7.90,4.35,,,
vendorA,1h,2-1,43:38,1x2,2020-07-28T12:17:13,0,1.31,8.00,4.35,,,
vendorA,1h,2-1,44:11,1x2,2020-07-28T12:17:46,0,1.31,8.00,4.30,,,
vendorA,1h,2-1,44:16,1x2,2020-07-28T12:17:51,0,1.31,8.00,4.30,,,
vendorA,1h,2-1,44:16,1x2,2020-07-28T12:17:51,0,1.31,8.00,4.30,,,
vendorA,1h,2-1,44:46,1x2,2020-07-28T12:18:21,0,1.31,8.10,4.30,,,
vendorA,1h,2-1,44:47,1x2,2020-07-28T12:18:22,0,1.31,8.10,4.30,,,
vendorA,ht,2-1,,1x2,2020-07-28T12:19:01,0,1.30,8.20,4.30,,,
vendorA,ht,2-1,,1x2,2020-07-28T12:19:02,0,1.30,8.20,4.30,,,
vendorA,ht,2-1,,1x2,2020-07-28T12:22:40,0,1.30,8.20,4.30,,,
vendorA,ht,2-1,,1x2,2020-07-28T12:32:31,0,1.30,8.30,4.30,,,
vendorA,ht,2-1,,1x2,2020-07-28T12:32:33,0,1.30,8.30,4.30,,,
vendorA,ht,2-1,,1x2,2020-07-28T12:34:40,0,1.30,8.30,4.30,,,
vendorA,2h,2-1,46:36,1x2,2020-07-28T12:36:41,0,1.33,7.90,4.15,,,
vendorA,2h,2-1,46:37,1x2,2020-07-28T12:36:41,0,1.33,7.90,4.15,,,
vendorA,2h,2-1,47:08,1x2,2020-07-28T12:37:13,0,1.34,7.70,4.10,,,
vendorA,2h,2-1,47:58,1x2,2020-07-28T12:38:03,0,1.33,7.90,4.10,,,
vendorA,2h,2-1,49:01,1x2,2020-07-28T12:39:06,0,1.34,7.80,4.05,,,
vendorA,2h,2-1,49:06,1x2,2020-07-28T12:39:11,0,1.34,7.80,4.05,,,
vendorA,2h,2-1,49:07,1x2,2020-07-28T12:39:11,0,1.34,7.80,4.05,,,
vendorA,2h,2-1,50:35,1x2,2020-07-28T12:40:40,0,1.34,7.80,4.05,,,
vendorA,2h,2-1,51:12,1x2,2020-07-28T12:41:17,0,1.37,7.40,3.90,,,
vendorA,2h,2-1,51:16,1x2,2020-07-28T12:41:21,0,1.37,7.40,3.90,,,
vendorA,2h,2-1,51:19,1x2,2020-07-28T12:41:23,0,1.37,7.40,3.90,,,
vendorA,2h,2-1,51:38,1x2,2020-07-28T12:41:42,0,1.37,7.50,3.90,,,
vendorA,2h,2-1,52:36,1x2,2020-07-28T12:42:41,0,1.36,7.70,3.90,,,
vendorA,2h,2-1,52:37,1x2,2020-07-28T12:42:41,0,1.36,7.70,3.90,,,
vendorA,2h,2-1,53:21,1x2,2020-07-28T12:43:26,0,1.36,7.70,3.85,,,
vendorA,2h,2-1,53:27,1x2,2020-07-28T12:43:31,0,1.36,7.70,3.85,,,
vendorA,2h,2-1,55:01,1x2,2020-07-28T12:45:06,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:07,1x2,2020-07-28T12:45:12,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:12,1x2,2020-07-28T12:45:17,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:16,1x2,2020-07-28T12:45:21,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:21,1x2,2020-07-28T12:45:26,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:26,1x2,2020-07-28T12:45:31,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:31,1x2,2020-07-28T12:45:36,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:36,1x2,2020-07-28T12:45:41,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:39,1x2,2020-07-28T12:45:43,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,55:51,1x2,2020-07-28T12:45:56,0,0.00,0.00,0.00,,,
vendorA,2h,2-1,55:57,1x2,2020-07-28T12:46:01,0,0.00,0.00,0.00,,,
vendorA,2h,2-1,56:07,1x2,2020-07-28T12:46:12,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,56:08,1x2,2020-07-28T12:46:12,0,1.35,8.10,3.90,,,
vendorA,2h,2-1,56:41,1x2,2020-07-28T12:46:46,0,1.36,8.20,3.80,,,
vendorA,2h,2-1,56:47,1x2,2020-07-28T12:46:52,0,1.36,8.20,3.80,,,
vendorA,2h,2-1,56:48,1x2,2020-07-28T12:46:53,0,1.36,8.20,3.80,,,
vendorA,2h,2-1,57:35,1x2,2020-07-28T12:47:40,0,1.36,8.20,3.80,,,
vendorA,2h,2-1,58:36,1x2,2020-07-28T12:48:41,0,1.36,8.00,3.80,,,
vendorA,2h,2-1,58:36,1x2,2020-07-28T12:48:41,0,1.36,8.00,3.80,,,
vendorA,2h,2-1,59:46,1x2,2020-07-28T12:49:51,0,1.33,9.10,3.85,,,
vendorA,2h,2-1,59:47,1x2,2020-07-28T12:49:51,0,1.33,9.10,3.85,,,
vendorA,2h,2-1,60:27,1x2,2020-07-28T12:50:31,0,1.32,9.40,3.85,,,
vendorA,2h,2-1,61:35,1x2,2020-07-28T12:51:40,0,1.32,9.40,3.85,,,
vendorA,2h,2-2,62:41,1x2,2020-07-28T12:52:46,0,0.00,0.00,0.00,,,
vendorA,2h,2-2,62:56,1x2,2020-07-28T12:53:01,0,3.25,3.25,1.98,,,
vendorA,2h,2-2,62:57,1x2,2020-07-28T12:53:02,0,3.25,3.25,1.98,,,
vendorA,2h,2-2,63:01,1x2,2020-07-28T12:53:06,0,3.30,3.25,1.96,,,
vendorA,2h,2-2,63:06,1x2,2020-07-28T12:53:11,0,3.30,3.25,1.96,,,
vendorA,2h,2-2,63:07,1x2,2020-07-28T12:53:12,0,3.30,3.25,1.96,,,
vendorA,2h,2-2,63:56,1x2,2020-07-28T12:54:01,0,3.30,3.30,1.95,,,
